Srno,Address,Beds,bathroom,PropertyType,Balcony,City,BHKType
2343,"2016 S Bedford St #1, Los Angeles, CA 90034",4,11,home,2,Los Angeles,4
2344,"14713 Huston St, Sherman Oaks, CA 91403",7,7.5,home,2,Los Angeles,4
2345,"2123 Roscomare Rd, Los Angeles, CA 90077",3,3.5,home,2,Los Angeles,4
2346,"11233 Raymond Ave, Los Angeles, CA 90044",6,4,home,2,Los Angeles,4
2347,"1739 W 53rd St, Los Angeles, CA 90062",5,1,home,2,Los Angeles,4
2348,"14183 Remington St, Arleta, CA 91331",3,2,home,2,Los Angeles,4
2349,"13125 Victory Blvd, Valley Glen, CA 91401",4,3.5,home,2,Los Angeles,4
2350,"12432 Huston St, Valley Village, CA 91607",2,2,home,2,Los Angeles,4
2351,"860 Linda Flora Dr, Los Angeles, CA 90049",6,6,home,2,Los Angeles,4
2352,"1100 Wilshire Blvd #1908, Los Angeles, CA 90017",1,1,home,2,Los Angeles,4
2353,"7045 Woodley Ave #211, Van Nuys, CA 91406",2,2,home,2,Los Angeles,4
2354,"321 S San Vicente Blvd #704, Los Angeles, CA 90048",2,2,home,2,Los Angeles,4
2355,"20077 Pienza Ln, Porter Ranch, CA 91326",2,3,home,2,Los Angeles,4
2356,"10445 Wilshire Blvd #204, Los Angeles, CA 90024",2,2,home,2,Los Angeles,4
2357,"428 N Harvard Blvd, Los Angeles, CA 90004",3,2,home,2,Los Angeles,4
2358,"1122 Berkeley Dr, Marina Del Rey, CA 90292",3,2,home,2,Los Angeles,4
2359,"9954 Glencrest Cir, Burbank, CA 91504",2,1,home,2,Los Angeles,4
2360,"21500 Lassen St #186, Chatsworth, CA 91311",3,2,home,2,Los Angeles,4
2361,"10511 Fairgrove Ave, Tujunga, CA 91042",3,2,home,2,Los Angeles,4
2362,"4228 Campbell Dr, Los Angeles, CA 90066",6,3,home,2,Los Angeles,4
2363,"2504 Trinity St, Los Angeles, CA 90011",8,4,home,2,Los Angeles,4
2364,"450 N Sycamore Ave #8, Los Angeles, CA 90036",1,1,home,2,Los Angeles,4
2365,"16169 W Sunset Blvd #105, Pacific Palisades, CA 90272",2,2,home,2,Los Angeles,4
2366,"1623 W 45TH St, Los Angeles, CA 90062",3,2,home,2,Los Angeles,4
2367,"10709 Sherman Pl, Sun Valley, CA 91352",6,5,home,2,Los Angeles,4
2368,"7254 Fountain Ave, West Hollywood, CA 90046",2,7,home,2,Los Angeles,4
2369,"623 S Mcdonnell Ave, Los Angeles, CA 90022",3,2,home,2,Los Angeles,4
2370,"1546 W 187th St, Gardena, CA 90248",3,2,home,2,Los Angeles,4
2371,"18 Union Jack St #302, Marina Del Rey, CA 90292",2,3,home,2,Los Angeles,4
2372,"6200 Cimarron St, Los Angeles, CA 90047",3,2,home,2,Los Angeles,4
2373,"15653 Stare St, North Hills, CA 91343",3,2,home,2,Los Angeles,4
2374,"19707 Tuba St, Chatsworth, CA 91311",4,2.5,home,2,Los Angeles,4
2375,"6848 Atoll Ave, North Hollywood, CA 91605",5,4,home,2,Los Angeles,4
2376,"7732 Lemp Ave, North Hollywood, CA 91605",4,2.5,home,2,Los Angeles,4
2377,"10459 Amestoy Ave, Granada Hills, CA 91344",3,2,home,2,Los Angeles,4
2378,"1245 N Whitnall Hwy, Burbank, CA 91505",3,2,home,2,Los Angeles,4
2379,"24020 Oxnard St, Woodland Hills, CA 91367",4,2.5,home,2,Los Angeles,4
2380,"7727 Stagg Ln, Winnetka, CA 91306",4,4,home,2,Los Angeles,4
2381,"12543 Pierce St Unit B, Pacoima, CA 91331",3,2,home,2,Los Angeles,4
2382,"4141 Glencoe Ave #408, Marina Del Rey, CA 90292",2,2,home,2,Los Angeles,4
2383,"1770 W 245th St, Torrance, CA 90501",3,2,home,2,Los Angeles,4
2384,"146 W Gage Ave, Los Angeles, CA 90003",7,4,home,2,Los Angeles,4
2385,"8906 S Harvard Blvd, Los Angeles, CA 90047",4,4,home,2,Los Angeles,4
2386,"1365 S Keniston Ave, Los Angeles, CA 90019",6,4,home,2,Los Angeles,4
2387,"8403 Petaluma Dr, Sun Valley, CA 91352",3,2,home,2,Los Angeles,4
2388,"119 S Hobart Blvd, Los Angeles, CA 90004",5,4,home,2,Los Angeles,4
2389,"1110 S Leland St #101, San Pedro, CA 90731",2,2,home,2,Los Angeles,4
2390,"115 S Hobart Blvd, Los Angeles, CA 90004",3,2,home,2,Los Angeles,4
2391,"10701 Wilshire Blvd #1704, Los Angeles, CA 90024",2,2,home,2,Los Angeles,4
2392,"1988 Catalina Blvd, San Diego, CA 92107",3,2,home,2,San Diego,4
2393,"3935 Nobel Dr #113, San Diego, CA 92122",1,1,home,2,San Diego,4
2394,"1375 Calle Sandbar #87, San Diego, CA 92154",4,4,home,2,San Diego,4
2395,"4048 - 4050 Cherokee Ave, San Diego, CA 92104",4,3,home,2,San Diego,4
2396,"645 Front St #2204, San Diego, CA 92101",3,3.5,home,2,San Diego,4
2397,"2866 W Porter Rd, San Diego, CA 92106",4,3.5,home,2,San Diego,4
2398,"3445 Riviera Dr, San Diego, CA 92109",5,3,home,2,San Diego,4
2399,"2978 Escala Cir, San Diego, CA 92108",3,3,home,2,San Diego,4
2400,"9370 Twin Trails Dr #204, San Diego, CA 92129",2,2,home,2,San Diego,4
2401,"11307 Red Cedar Ln, Scripps Miramar, CA 92131",4,2,home,2,San Diego,4
2402,"550 15TH St #609, San Diego, CA 92101",0,1,home,2,San Diego,4
2403,"9564 Easter Way Unit 28 and 28, San Diego, CA 92121",3,1.5,home,2,San Diego,4
2404,"4935 Mansfield St, San Diego, CA 92116",3,2,home,2,San Diego,4
2405,"4501 Rolfe Rd, San Diego, CA 92117",3,2,home,2,San Diego,4
2406,"3649 6th Ave, San Diego, CA 92103",3,3.5,home,2,San Diego,4
2407,"6918 GLENFLORA Ave, San Diego, CA 92119",4,3,home,2,San Diego,4
2408,"10680 Gabacho Dr, San Diego, CA 92124",3,2,home,2,San Diego,4
2409,"11339 Fortino Pt, Scripps Miramar, CA 92131",4,3.5,home,2,San Diego,4
2410,"3442 Union St, San Diego, CA 92103",3,2,home,2,San Diego,4
2411,"3474 Del Sol Blvd Unit E, San Diego, CA 92154",4,2,home,2,San Diego,4
2412,"2905 Cowley Way Unit H, San Diego, CA 92117",2,1,home,2,San Diego,4
2413,"11968 Tivoli Park Row #3, San Diego, CA 92128",2,2,home,2,San Diego,4
2414,"5628 La Jolla Blvd, La Jolla, CA 92037",3,2,home,2,San Diego,4
2415,"4001 Marc Ter, San Diego, CA 92117",3,1,home,2,San Diego,4
2416,"747 Windemere, San Diego, CA 92109",2,2.5,home,2,San Diego,4
2417,"4161 Polk Ave, San Diego, CA 92105",2,1,home,2,San Diego,4
2418,"4160 Vista Grande Dr, San Diego, CA 92115",3,1,home,2,San Diego,4
2419,"3920 Voltaire St, San Diego, CA 92107",2,2.5,home,2,San Diego,4
2420,"12844 Corte Arauco, San Diego, CA 92128",2,2,home,2,San Diego,4
2421,"4863 Chateau Dr, San Diego, CA 92117",3,1,home,2,San Diego,4
2422,"4918 Dalehaven, San Diego, CA 92105",3,2,home,2,San Diego,4
2423,"11033 Peyton Way, San Diego, CA 92129",4,3,home,2,San Diego,4
2424,"2522 Clairemont Dr #203, San Diego, CA 92117",2,2,home,2,San Diego,4
2425,"4924 Via Lapiz, San Diego, CA 92122",3,1.5,home,2,San Diego,4
2426,"5119 Lotus St, San Diego, CA 92107",1,1,home,2,San Diego,4
2427,"8145-47 Helm, San Diego, CA 92114",6,2,home,2,San Diego,4
2428,"7727 Margerum Ave #261, San Diego, CA 92120",1,1,home,2,San Diego,4
2429,"4387 Illinois St #9, San Diego, CA 92104",1,1,home,2,San Diego,4
2430,"1465 C St #3514, San Diego, CA 92101",2,2,home,2,San Diego,4
2431,"3524 Tompkins St, San Diego, CA 92102",2,1,home,2,San Diego,4
2432,"1725-27 E Westinghouse, San Diego, CA 92111",3,1,home,2,San Diego,4
2433,"2548 Euclid Ave, San Diego, CA 92105",2,2,home,2,San Diego,4
2434,"321 10th Ave #306, San Diego, CA 92101",1,1,home,2,San Diego,4
2435,"3025 Byron St #307, San Diego, CA 92106",3,2.5,home,2,San Diego,4
2436,"1054 Marjorie Dr, San Diego, CA 92114",3,2,home,2,San Diego,4
2437,"4111 Bayard St, San Diego, CA 92109",6,5,home,2,San Diego,4
2438,"5480 Rutgers Rd, La Jolla, CA 92037",4,5.5,home,2,San Diego,4
2439,"14980 Via De La Valle, Del Mar, CA 92014",3,4,home,2,San Diego,4
2440,"8387 Capricorn Way Unit 101, San Diego, CA 92126",2,2,home,2,San Diego,4
2441,"3550 Ruffin Rd #152, San Diego, CA 92123",2,1,home,2,San Diego,4
2442,"4458 32nd St, San Diego, CA 92116",9,8,home,2,San Diego,4
2443,"3722 Arnold Ave #8, San Diego, CA 92104",2,2,home,2,San Diego,4
2444,"7045 Beagle St, San Diego, CA 92111",4,2,home,2,San Diego,4
2445,"1802 McKee St Unit C9, San Diego, CA 92110",3,2,home,2,San Diego,4
2446,"2883 Copley Ave, San Diego, CA 92116",2,1,home,2,San Diego,4
2447,"3403 N Mountain View Dr, San Diego, CA 92116",4,4,home,2,San Diego,4
2448,"4650 Rancho Del Mar Trl, San Diego, CA 92130",7,9,home,2,San Diego,4
2449,"2238 31St St, San Diego, CA 92104",3,2,home,2,San Diego,4
2450,"2137 AVENIDA DE LA PLAYA, La Jolla, CA 92037",1,1,home,2,San Diego,4
2451,"6815 S La Jolla Scenic, La Jolla, CA 92037",5,6.5,home,2,San Diego,4
2452,"1465 C St #3611, San Diego, CA 92101",1,1,home,2,San Diego,4
2453,"6064 Avenida Cuatro Vientos, Rancho Santa Fe, CA 92067",6,7,home,2,San Diego,4
2454,"6252 Caminito Araya, San Diego, CA 92122",2,2,home,2,San Diego,4
2455,"1951 47th St #65, San Diego, CA 92102",3,2,home,2,San Diego,4
2456,"8621 Arminda Cir #28, Santee, CA 92071",2,2,home,2,San Diego,4
2457,"207 5th Ave #452, San Diego, CA 92101",1,1,home,2,San Diego,4
2458,"815 Kennebeck Ct, San Diego, CA 92109",3,3,home,2,San Diego,4
2459,"2927 Ridgeway Dr #29, National City, CA 91950",5,3,home,2,San Diego,4
2460,"5650 Calle Miramar, La Jolla, CA 92037",3,2,home,2,San Diego,4
2461,"4541 Toledo Dr, San Diego, CA 92115",3,1,home,2,San Diego,4
2462,"700 W E St #2704, San Diego, CA 92101",2,2,home,2,San Diego,4
2463,"14375 Bourgeois Way, San Diego, CA 92129",5,3,home,2,San Diego,4
2464,"4830 Sussex Dr, San Diego, CA 92116",4,3,home,2,San Diego,4
2465,"9586 Carroll Canyon Rd #262, San Diego, CA 92126",1,1,home,2,San Diego,4
2466,"5376-78 Brockbank Pl, San Diego, CA 92115",10,5,home,2,San Diego,4
2467,"6762 Carthage St, San Diego, CA 92120",4,2,home,2,San Diego,4
2468,"4912 Twain Ave, San Diego, CA 92120",3,2,home,2,San Diego,4
2469,"3875 King St, La Mesa, CA 91941",3,2,home,2,San Diego,4
2470,"4766 Winona Ave, San Diego, CA 92115",6,3,home,2,San Diego,4
2471,"4727 Oporto Pl, San Diego, CA 92124",3,2.5,home,2,San Diego,4
2472,"5355 NW Paseo Ter, Portland, OR 97229",5,3,home,2,San Diego,4
2473,"18699 NE Marine Dr, Portland, OR 97230",4,3,home,2, Portland,4
2474,"3627 S Kelly Ave, Portland, OR 97239",4,2,home,2, Portland,4
2475,"8350 SW 74th Ave, Portland, OR 97223",4,3.5,home,2, Portland,4
2476,"3921 SE 68th Ave, Portland, OR 97206",3,1,home,2, Portland,4
2477,"14852 NE Graham St, Portland, OR 97230",3,2,home,2, Portland,4
2478,"9621 NW Fleischner St, Portland, OR 97229",3,2.5,home,2, Portland,4
2479,"7505 SE Center St, Portland, OR 97206",2,2,home,2, Portland,4
2480,"16216 SE Haig St, Portland, OR 97236",3,1.5,home,2, Portland,4
2481,"1130 NW 12th Ave #412, Portland, OR 97209",1,1,home,2, Portland,4
2482,"8021 NE Flanders St, Portland, OR 97213",8,4.5,home,2, Portland,4
2483,"12657 SE Bush St, Portland, OR 97236",4,2,home,2, Portland,4
2484,"1500 SW 11th Ave #2401, Portland, OR 97201",2,2,home,2, Portland,4
2485,"1755 NW 131st Ave, Portland, OR 97229",5,2,home,2, Portland,4
2486,"3620 S Kelly Ave, Portland, OR 97239",5,3,home,2, Portland,4
2487,"1673 SW Montgomery Dr C, Portland, OR 97201",4,3,home,2, Portland,4
2488,"44 Greenridge Ct, Lake Oswego, OR 97035",3,2.5,home,2, Portland,4
2489,"1524 NE Marine Dr, Portland, OR 97211",2,2,home,2, Portland,4
2490,"12616 SW Bexley Ln, Portland, OR 97224",2,2,home,2, Portland,4
2491,"4430 SW Vesta St, Portland, OR 97219",4,2.5,home,2, Portland,4
2492,"18699 NE Marine Dr Unit C3, Portland, OR 97230",2,1,home,2, Portland,4
2493,"61 Galen Rd, Lake Oswego, OR 97035",1,1,home,2, Portland,4
2494,"9008 N Endicott Ave, Portland, OR 97217",3,2.5,home,2, Portland,4
2495,"2636 SW Hume Ct, Portland, OR 97219",2,2,home,2, Portland,4
2496,"15444 SE Millmain Dr, Portland, OR 97233",4,2,home,2, Portland,4
2497,"1840 SW Logan St, Portland, OR 97219",3,1,home,2, Portland,4
2498,"1442 SW 66th Ave, Portland, OR 97225",2,1.5,home,2, Portland,4
2499,"1909 SE 117th Ave, Portland, OR 97216",3,1,home,2, Portland,4
2500,"6632 S Virginia Ave, Portland, OR 97239",4,3.5,home,2, Portland,4
2501,"3805 SW 54th Pl, Portland, OR 97221",4,2.5,home,2, Portland,4
2502,"7535 SE Rural St, Portland, OR 97206",4,1,home,2, Portland,4
2503,"15993 SW Westminster Dr, Portland, OR 97224",3,3,home,2, Portland,4
2504,"3232 SW Upper Cascade Dr, Portland, OR 97205",3,3,home,2, Portland,4
2505,"3541 NE Rosa Parks Way, Portland, OR 97211",4,1,home,2, Portland,4
2506,"14309 SE Foster Rd, Portland, OR 97236",3,1,home,2, Portland,4
2507,"14758 NW Evelyn St, Portland, OR 97229",4,2.5,home,2, Portland,4
2508,"14501 SE Laurie Ave, Milwaukie, OR 97267",4,2.5,home,2, Portland,4
2509,"2881 NW 127th Ave, Portland, OR 97229",4,2.5,home,2, Portland,4
2510,"14817 NE Couch St, Portland, OR 97230",4,2.5,home,2, Portland,4
2511,"2635 NE 38th Ave, Portland, OR 97212",5,3,home,2, Portland,4
2512,"6790 SE King Rd, Milwaukie, OR 97222",3,2,home,2, Portland,4
2513,"3660 SE Henderson St, Portland, OR 97202",1,2,home,2, Portland,4
2514,"3154 NE 80th Ave, Portland, OR 97213",3,2,home,2, Portland,4
2515,"5305 NE Wygant St, Portland, OR 97218",4,2,home,2, Portland,4
2516,"5715 NE Sacramento St, Portland, OR 97213",2,1,home,2, Portland,4
2517,"7621 SW 30th Dr, Portland, OR 97219",2,2,home,2, Portland,4
2518,"3442 SE Morrison St, Portland, OR 97214",3,2.5,home,2, Portland,4
2519,"5262 SW Westwood, Portland, OR 97239",5,4.5,home,2, Portland,4
2520,"14028 NE Beech Ct, Portland, OR 97230",4,3,home,2, Portland,4
2521,"616 NE Morris St, Portland, OR 97212",4,3.5,home,2, Portland,4
2522,"1535 SW Clay St #101, Portland, OR 97201",2,2,home,2, Portland,4
2523,"2033 SE 51st Ave, Portland, OR 97215",4,2,home,2, Portland,4
2524,"15638 NW Brugger Rd, Portland, OR 97229",3,2.5,home,2, Portland,4
2525,"13750 SW Willow Top Ln, Portland, OR 97224",3,3.5,home,2, Portland,4
2526,"3532 SW Alice St, Portland, OR 97219",5,3,home,2, Portland,4
2527,"2426 NE Emerson St, Portland, OR 97211",3,1,home,2, Portland,4
2529,"18918 NE Glisan St, Gresham, OR 97230",8,4,home,2, Portland,4
2530,"504 NE 62nd Ave, Portland, OR 97213",3,2,home,2, Portland,4
2531,"16607 SE Naegeli Dr, Portland, OR 97236",2,2,home,2, Portland,4
2532,"511 SE Nehalem St, Portland, OR 97202",2,2.5,home,2, Portland,4
2533,"8512 SE 17th Ave, Portland, OR 97202",4,4,home,2, Portland,4
2534,"6645 W Burnside Rd #512, Portland, OR 97210",2,2,home,2, Portland,4
2535,"7430 SE 35th Ave, Portland, OR 97202",3,2,home,2, Portland,4
2536,"9633 SW 53rd Ave, Portland, OR 97219",3,2,home,2, Portland,4
2537,"3829 SE Clinton St, Portland, OR 97202",4,3,home,2, Portland,4
2538,"730 NW Naito Pkwy Unit E11, Portland, OR 97209",1,1,home,2, Portland,4
2539,"1386 S Military Rd, Portland, OR 97219",4,4,home,2, Portland,4
2540,"6462 NW Connery Ter, Portland, OR 97229",3,2.5,home,2, Portland,4
2541,"5561 NE 36th Ave, Portland, OR 97211",4,2.5,home,2, Portland,4
2542,"6535 SE Dagmar Ct, Milwaukie, OR 97267",3,2.5,home,2, Portland,4
2543,"8747 NW Kearney St, Portland, OR 97229",4,2.5,home,2, Portland,4
2544,"1130 NW 12th Ave #314, Portland, OR 97209",1,1,home,2, Portland,4
2545,"1935 SE 51st Ave, Portland, OR 97215",3,2,home,2, Portland,4
2546,"2208 NE Schuyler St #5, Portland, OR 97212",1,1,home,2, Portland,4
2547,"2926 NE 63rd Ave, Portland, OR 97213",4,2,home,2, Portland,4
2548,"1045 NE Oneonta St, Portland, OR 97211",3,2.5,home,2, Portland,4
2549,"9102 NE Sandy Blvd, Portland, OR 97220",2,2,home,2, Portland,4
2550,"127 SE 78th Ave, Portland, OR 97215",3,1,home,2, Portland,4
2551,"1030 NW Johnson St #202, Portland, OR 97209",2,2,home,2,Washington,4
2552,"5063 Sheriff Rd NE, Washington, DC 20019",2,2,home,2,Washington,4
2553,"1025 1st St SE #505, Washington, DC 20003",2,2,home,2,Washington,4
2554,"1336 Kearny St NE, Washington, DC 20017",4,3.5,home,2,Washington,4
2555,"911 2nd St NE #503, Washington, DC 20002",2,2,home,2,Washington,4
2556,"1330 New Hampshire Ave NW #606, Washington, DC 20036",0,1,home,2,Washington,4
2557,"3295 Sutton Pl NW Unit C, Washington, DC 20016",2,2.5,home,2,Washington,4
2558,"2039 New Hampshire Ave NW #303, Washington, DC 20009",1,1,home,2,Washington,4
2559,"1709 21st St NW #42, Washington, DC 20009",1,1,home,2,Washington,4
2560,"1701 16th St NW, Washington, DC 20009",0,1,home,2,Washington,4
2561,"1528 Oates St NE #2, Washington, DC 20002",3,3,home,2,Washington,4
2562,"4201 Cathedral Ave NW Unit 1123E, Washington, DC 20016",2,2,home,2,Washington,4
2563,"4509 Clark Pl NW, Washington, DC 20007",4,3,home,2,Washington,4
2564,"1620 Potomac Ave SE, Washington, DC 20003",4,3.5,home,2,Washington,4
2565,"2831 Otis St NE, Washington, DC 20018",3,1,home,2,Washington,4
2566,"111 56th Pl SE, Washington, DC 20019",4,2,home,2,Washington,4
2567,"1421 Spring Rd NW #201, Washington, DC 20010",2,1,home,2,Washington,4
2568,"1421 Spring Rd NW #204, Washington, DC 20010",1,1,home,2,Washington,4
2569,"2601 30th St NE #6, Washington, DC 20018",1,1,home,2,Washington,4
2571,"771 10th St SE, Washington, DC 20003",3,2.5,home,2,Washington,4
2572,"4525 Eads Pl NE, Washington, DC 20019",3,2,home,2,Washington,4
2573,"2305 Nicholson St SE #305, Washington, DC 20020",2,2,home,2,Washington,4
2574,"4701 9th St NW, Washington, DC 20011",3,3.5,home,2,Washington,4
2575,"4201 Cathedral Ave NW Unit 609W, Washington, DC 20016",1,1,home,2,Washington,4
2576,"402 44th St NE, Washington, DC 20019",2,1.5,home,2,Washington,4
2577,"730 24th St NW #803, Washington, DC 20037",1,1,home,2,Washington,4
2578,"3066 Porter St NW, Washington, DC 20008",4,4,home,2,Washington,4
2579,"1350 Maryland Ave NE #401, Washington, DC 20002",2,1,home,2,Washington,4
2580,"1914 8th St NW #102, Washington, DC 20001",1,1,home,2,Washington,4
2581,"3301 Highland Pl NW, Washington, DC 20008",5,5.5,home,2,Washington,4
2582,"2721 11th St NW, Washington, DC 20001",3,3.5,home,2,Washington,4
2583,"5354 28th St NW, Washington, DC 20015",4,4,home,2,Washington,4
2584,"121 Galveston Pl SW #1, Washington, DC 20032",2,1,home,2,Washington,4
2585,"2010 Channing St NE, Washington, DC 20018",5,4,home,2,Washington,4
2586,"3009 Sherman Ave NW, Washington, DC 20001",5,4,home,2,Washington,4
2587,"1368 Randolph St NW, Washington, DC 20011",5,3.5,home,2,Washington,4
2588,"14 P NW #303, Washington, DC 20001",1,1,home,2,Washington,4
2589,"4331 Kansas Ave NW #1, Washington, DC 20011",3,3.5,home,2,Washington,4
2590,"4635 Warren St NW, Washington, DC 20016",5,3,home,2,Washington,4
2591,"1413 A St SE, Washington, DC 20003",3,2.5,home,2,Washington,4
2592,"1437 South Carolina Ave SE, Washington, DC 20003",3,1.5,home,2,Washington,4
2593,"714 Hamlin St NE #2, Washington, DC 20017",3,3,home,2,Washington,4
2594,"714 Hamlin St NE #1, Washington, DC 20017",3,3,home,2,Washington,4
2595,"1430 Monroe St NE, Washington, DC 20017",4,2.5,home,2,Washington,4
2596,"3510 16th St NW #303, Washington, DC 20010",1,1,home,2,Washington,4
2597,"4201 Cathedral Ave NW Unit 315W, Washington, DC 20016",3,2,home,2,Washington,4
2598,"3925 Davis Pl NW #202, Washington, DC 20007",1,1,home,2,Washington,4
2599,"1615 Q St NW #808, Washington, DC 20009",2,1,home,2,Washington,4
2600,"1629 L St NE #202, Washington, DC 20002",1,1,home,2,Washington,4
2601,"1542 42nd St SE, Washington, DC 20020",3,1,home,2,Washington,4
2602,"410 15th St NE #22, Washington, DC 20002",1,1,home,2,Washington,4
2603,"1310 Vermont Ave NW #1, Washington, DC 20005",1,1,home,2,Washington,4
2604,"3020 R St NW #3, Washington, DC 20007",2,1,home,2,Washington,4
2605,"1431 11th St NW #201, Washington, DC 20001",1,1,home,2,Washington,4
2606,"400 Massachusetts Ave NW #1116, Washington, DC 20001",1,1,home,2,Washington,4
2607,"820 Heights Aly SE Lot 935, Washington, DC 20032",3,2.5,home,2,Washington,4
2608,"2108 38th St SE #101, Washington, DC 20020",2,1,home,2,Washington,4
2609,"4201 Cathedral Ave NW Unit 316W, Washington, DC 20016",1,1,home,2,Washington,4
2610,"922 24th St NW Unit P25, Washington, DC 20037",0,3,home,2,Washington,4
2611,"709 Adrian St SE, Washington, DC 20019",3,1,home,2,Washington,4
2612,"608 G St NE, Washington, DC 20002",3,3.5,home,2,Washington,4
2613,"1915 16th St NW #803, Washington, DC 20009",1,1,home,2,Washington,4
2614,"1421 Kalmia Rd NW, Washington, DC 20012",4,3,home,2,Washington,4
2615,"1020 Florida Ave NE #10, Washington, DC 20002",3,3,home,2,Washington,4
2616,"3105 Waclark Pl SE, Washington, DC 20032",3,7,home,2,Washington,4
2617,"2601 30th St NE #11, Washington, DC 20018",2,2,home,2,Washington,4
2618,"624 8th St NE #201, Washington, DC 20002",3,3.5,home,2,Washington,4
2619,"907 Euclid St NW Unit B1, Washington, DC 20001",1,1,home,2,Washington,4
2620,"623 Kennedy St NW #8, Washington, DC 20011",2,1,home,2,Washington,4
2621,"3048 N NW, Washington, DC 20007",4,4.5,home,2,Washington,4
2622,"333 Raleigh St SE, Washington, DC 20032",4,4,home,2,Washington,4
2623,"4632 Hanna Pl SE, Washington, DC 20019",2,2,home,2,Washington,4
2624,"5401 9th St NW #201, Washington, DC 20011",1,1,home,2,Washington,4
2625,"119 Adams St NW, Washington, DC 20001",4,3.5,home,2,Washington,2
2626,"1448 Harvard St NW #3, Washington, DC 20009",2,1.5,home,2,Washington,2
2627,"1430 Bangor St SE, Washington, DC 20020",3,1.5,home,2,Washington,2
2628,"81 Skyview Way, San Francisco, CA 94131",2,1,home,2,San Francisco,2
2629,"3260 - 3262 Harrison St, San Francisco, CA 94110",4,1,home,2,San Francisco,2
2630,"867 - 871 Valencia St, San Francisco, CA 94110",4,3,home,2,San Francisco,2
2631,"463 14th St, San Francisco, CA 94103",3,1.5,home,2,San Francisco,2
2632,"468 Tehama St #11, San Francisco, CA 94103",1,1.5,home,2,San Francisco,2
2633,"1878 15th Ave, San Francisco, CA 94122",2,2,home,2,San Francisco,2
2634,"12 - 20 Santa Rosa Ave, San Francisco, CA 94112",7,5.5,home,2,San Francisco,2
2635,"2400 45th Ave, San Francisco, CA 94116",2,1,home,2,San Francisco,2
2636,"88 King St #904, San Francisco, CA 94107",2,2,home,2,San Francisco,2
2637,"1722 10th Ave, San Francisco, CA 94122",3,2,home,2,San Francisco,2
2638,"234 Ramsell St, San Francisco, CA 94132",3,2,home,2,San Francisco,2
2639,"19 - 21 Joost Ave, San Francisco, CA 94131",0,2,home,2,San Francisco,2
2640,"731 Guerrero St, San Francisco, CA 94110",3,1,home,2,San Francisco,2
2641,"238 Divisadero St Unit A, San Francisco, CA 94117",1,1,home,2,San Francisco,2
2642,"115 Parnassus Ave, San Francisco, CA 94117",2,1,home,2,San Francisco,2
2643,"340 25th Ave Unit C, San Francisco, CA 94121",1,1,home,2,San Francisco,2
2644,"678 Head St, San Francisco, CA 94132",6,3.5,home,2,San Francisco,2
2645,"333 Bush St #3804, San Francisco, CA 94104",2,2,home,2,San Francisco,2
2646,"1947 46th Ave, San Francisco, CA 94116",3,1,home,2,San Francisco,2
2647,"340 25th Ave Unit B, San Francisco, CA 94121",3,2.5,home,2,San Francisco,2
2648,"542 Fell St, San Francisco, CA 94102",1,1,home,2,San Francisco,2
2649,"340 Yerba Buena Ave, San Francisco, CA 94127",3,2,home,2,San Francisco,2
2650,"283 Oak Park Dr, San Francisco, CA 94131",4,3,home,2,San Francisco,2
2651,"160 Dorado Ter, San Francisco, CA 94112",5,3.5,home,2,San Francisco,2
2652,"1335 8th Ave, San Francisco, CA 94122",2,1,home,2,San Francisco,2
2653,"38 Murray St, San Francisco, CA 94112",4,2,home,2,San Francisco,2
2654,"260 Ordway St, San Francisco, CA 94134",3,2,home,2,San Francisco,2
2655,"745 De Haro St, San Francisco, CA 94107",3,2,home,2,San Francisco,2
2656,"1884 Bush St, San Francisco, CA 94109",2,2,home,2,San Francisco,2
2657,"3042 Jackson St #4, San Francisco, CA 94115",2,2,home,2,San Francisco,2
2658,"30 Entrada Ct, San Francisco, CA 94127",5,4,home,2,San Francisco,2
2659,"2155 46th Ave, San Francisco, CA 94116",2,1,home,2,San Francisco,2
2660,"866 Brussels St, San Francisco, CA 94134",3,2,home,2,San Francisco,2
2661,"666 Post St #1002, San Francisco, CA 94109",1,1,home,2,San Francisco,2
2662,"3544 19th St, San Francisco, CA 94110",2,2,home,2,San Francisco,2
2663,"3547 19th St, San Francisco, CA 94110",3,2,home,2,San Francisco,2
2664,"1201 Sutter St #212, San Francisco, CA 94109",1,1,home,2,San Francisco,2
2665,"335 South Van Ness Ave, San Francisco, CA 94103",1,2,home,2,San Francisco,2
2666,"2595 26th Ave, San Francisco, CA 94116",3,1.5,home,2,San Francisco,2
2667,"601 Capitol Ave, San Francisco, CA 94112",4,2,home,2,San Francisco,2
2668,"70 25th Ave, San Francisco, CA 94121",3,2.5,home,2,San Francisco,2
2669,"719 38th Ave, San Francisco, CA 94121",10,4,home,2,San Francisco,2
2670,"282 Moulton St, San Francisco, CA 94123",1,1,home,2,San Francisco,2
2671,"500 Myra Way, San Francisco, CA 94127",2,1.5,home,2,San Francisco,2
2672,"1101 Green St #402, San Francisco, CA 94109",2,2,home,2,San Francisco,2
2673,"1645 Pacific Ave Unit 6A, San Francisco, CA 94109",2,2,home,2,San Francisco,2
2674,"1235 Waller St, San Francisco, CA 94117",14,4,home,2,San Francisco,2
2675,"600 Chestnut St #407, San Francisco, CA 94133",2,2,home,2,San Francisco,2
2676,"227 Vicente St, San Francisco, CA 94127",3,2,home,2,San Francisco,2
