Srno,Address,Beds,bathroom,PropertyType,Balcony,City,BHKType
620,"562 14th St, San Francisco, CA 94103",1,1,condos,1, San Francisco,3
621,"420 Mission Bay Blvd #405, San Francisco, CA 94158",2,1.5,condos,1, San Francisco,3
622,"829 Folsom St #200, San Francisco, CA 94107",2,1,condos,1, San Francisco,3
623,"700 Illinois St #108, San Francisco, CA 94107",2,2,condos,1, San Francisco,3
624,"3041 Webster St Unit A, San Francisco, CA 94123",1,2,condos,1, San Francisco,3
625,"1471 19th Ave #3, San Francisco, CA 94122",2,1,condos,1, San Francisco,3
626,"3208 Pierce St #404, San Francisco, CA 94123",3,1.5,condos,1, San Francisco,3
627,"301 Mission St Unit 41B, San Francisco, CA 94105",2,2.5,condos,1, San Francisco,3
628,"181 Fremont St Unit 60C, San Francisco, CA 94105",3,2.5,condos,1, San Francisco,3
629,"680 Alvarado St, San Francisco, CA 94114",2,3,condos,1, San Francisco,3
630,"525 Gough St #102, San Francisco, CA 94102",3,3,condos,1, San Francisco,3
631,"19 Rosemont Pl, San Francisco, CA 94103",1,2.5,condos,1, San Francisco,3
632,"170 King St #714, San Francisco, CA 94107",2,2,condos,1, San Francisco,3
633,"338 Spear St Unit 35D, San Francisco, CA 94105",1,3,condos,1, San Francisco,3
634,"4038 18th St, San Francisco, CA 94114",1,2.5,condos,1, San Francisco,3
635,"355 Bryant St #209, San Francisco, CA 94107",1,1.5,condos,1, San Francisco,3
636,"455 Vallejo St #105, San Francisco, CA 94133",1,1,condos,1, San Francisco,3
637,"2412 Harrison St #114, San Francisco, CA 94110",3,2,condos,1, San Francisco,3
638,"119 St Marys Ave, San Francisco, CA 94112",3,1,condos,1, San Francisco,3
639,"555 4th St #103, San Francisco, CA 94107",3,1,condos,1, San Francisco,3
640,"944 South South Van Ness Ave, San Francisco, CA 94110",1,3.5,condos,1, San Francisco,3
641,"1348 Scott St #17, San Francisco, CA 94115",2,1,condos,1, San Francisco,3
642,"4691 Albany Cir #133, San Jose, CA 95129",2,2,condos,1,San Jose,3
643,"30 E Julian St #309, San Jose, CA 95112",2,2,condos,1,San Jose,3
644,"214 Fairway Glen Ln, San Jose, CA 95139",3,1.5,condos,1,San Jose,3
645,"5007 Cribari Vale, San Jose, CA 95135",2,2,condos,1,San Jose,3
646,"3223 Lake Albano Cir, San Jose, CA 95135",2,2,condos,1,San Jose,3
647,"3458 Wine Cask Way, San Jose, CA 95124",1,1,condos,1,San Jose,3
648,"6822 Shutter Ct, San Jose, CA 95119",3,3,condos,1,San Jose,3
649,"411 Park Ave #125, San Jose, CA 95110",2,2,condos,1,San Jose,3
650,"1501 Desdemona Ct, San Jose, CA 95121",4,2,condos,1,San Jose,3
651,"4779 Pine Forest Ln, San Jose, CA 95118",1,1,condos,1,San Jose,3
652,"800 N 8th St #220, San Jose, CA 95112",2,2,condos,1,San Jose,3
653,"92 Rancho Dr Unit C, San Jose, CA 95111",2,2,condos,1,San Jose,3
654,"334 Santana Row #240, San Jose, CA 95128",1,1,condos,1,San Jose,3
655,"1509 Briartree Dr, San Jose, CA 95131",2,2,condos,1,San Jose,3
656,"848 Printempo Pl, San Jose, CA 95134",2,2,condos,1,San Jose,3
657,"125 Patterson St #333, San Jose, CA 95112",2,2,condos,1,San Jose,3
658,"820 Blossom Hill Rd #3, San Jose, CA 95123",2,1.5,condos,1,San Jose,3
659,"5482 Sean Cir #20, San Jose, CA 95123",2,2,condos,1,San Jose,3
660,"2881 Meridian Ave #367, San Jose, CA 95124",1,1,condos,1,San Jose,3
661,"477 Tower Hill Ave, San Jose, CA 95136",2,2.5,condos,1,San Jose,3
662,"38 N Almaden Blvd #1620, San Jose, CA 95110",2,2,condos,1,San Jose,3
663,"1820 Ashmeade Ct, San Jose, CA 95125",3,2.5,condos,1,San Jose,3
664,"1375 Lick Ave #828, San Jose, CA 95110",2,2,condos,1,San Jose,3
665,"6810 Canine Ct, San Jose, CA 95119",4,3,condos,1,San Jose,3
666,"516 Martha St #203, San Jose, CA 95112",1,1,condos,1,San Jose,3
667,"8114 Cabernet Ct, San Jose, CA 95135",2,2,condos,1,San Jose,3
668,"38 North Almaden Blvd #1720, San Jose, CA 95110",2,2,condos,1,San Jose,3
669,"38 N Almaden Blvd #1303, San Jose, CA 95110",1,1,condos,1,San Jose,3
670,"1550 Technology Dr #4005, San Jose, CA 95110",1,1,condos,1,San Jose,3
671,"5518 Sean Cir #45, San Jose, CA 95123",3,2,condos,1,San Jose,3
672,"905 Apricot Ave Unit J, Campbell, CA 95008",2,2,condos,1,San Jose,3
673,"133 Laurel Grove Ln, San Jose, CA 95126",4,2.5,condos,1,San Jose,3
674,"88 N Jackson Ave #307, San Jose, CA 95116",2,2,condos,1,San Jose,3
675,"185 San Pedro Cir, San Jose, CA 95110",2,2,condos,1,San Jose,3
676,"1055 N Capitol Ave #72, San Jose, CA 95133",1,1,condos,1,San Jose,3
677,"7730 Kilmarnok Dr, San Jose, CA 95135",2,2,condos,1,San Jose,3
678,"1853 Almaden Rd #524, San Jose, CA 95124",2,2,condos,1,San Jose,3
679,"1853 Almaden Rd #508, San Jose, CA 95125",2,2,condos,1,San Jose,3
680,"1853 Almaden Rd #507, San Jose, CA 95125",2,2,condos,1,San Jose,3
681,"1853 Almaden Rd #505, San Jose, CA 95125",2,2,condos,1,San Jose,3
682,"1853 Almaden Rd #427, San Jose, CA 95125",2,2,condos,1,San Jose,3
683,"1853 Almaden Rd #413, San Jose, CA 95125",2,1,condos,1,San Jose,3
684,"1853 Almaden Rd #402, San Jose, CA 95125",2,2,condos,1,San Jose,3
685,"1853 Almaden Rd #225, San Jose, CA 95124",2,2,condos,1,San Jose,3
686,"1853 Almaden Rd #207, San Jose, CA 95125",2,2,condos,1,San Jose,3
687,"6953 Rodling Dr Unit E, San Jose, CA 95138",2,2.5,condos,1,San Jose,3
688,"926 Catkin Ct, San Jose, CA 95128",2,2,condos,1,San Jose,3
689,"2042 Donovan Ct, San Jose, CA 95125",2,2,condos,1,San Jose,3
690,"586 Manzana Pl, San Jose, CA 95112",1,2,condos,1,San Jose,3
691,"1087 Foxchase Dr, San Jose, CA 95123",1,1,condos,1,San Jose,3
692,"7053 Rainbow Dr #4, San Jose, CA 95129",1,1,condos,1,San Jose,3
693,"94 Saddle Brook Dr, San Jose, CA 95136",2,1.5,condos,1,San Jose,3
694,"3852 Panda Pl, San Jose, CA 95117",2,2,condos,1,San Jose,3
695,"1853 Almaden Rd #102, San Jose, CA 95125",2,2,condos,1,San Jose,3
696,"6653 Optimum Loop, San Jose, CA 95119",2,2.5,condos,1,San Jose,3
697,"6634 Optimum Loop, San Jose, CA 95119",2,3,condos,1,San Jose,3
698,"259 N Capitol Ave #137, San Jose, CA 95127",2,2,condos,1,San Jose,3
699,"399 Mullinix Way, San Jose, CA 95136",3,2.5,condos,1,San Jose,3
700,"1840 Camino Leonor, San Jose, CA 95131",2,2,condos,1,San Jose,3
701,"490 Auburn Way #12, San Jose, CA 95129",2,1.5,condos,1,San Jose,3
702,"885 Wyman Way #4, San Jose, CA 95133",2,1,condos,1,San Jose,3
703,"296 Tradewinds Dr #6, San Jose, CA 95123",2,1,condos,1,San Jose,3
704,"285 Tradewinds Dr #8, San Jose, CA 95123",3,2,condos,1,San Jose,3
705,"5398 Cribari Crst, San Jose, CA 95135",2,2,condos,1,San Jose,3
706,"5239 Cribari Hls, San Jose, CA 95135",2,2,condos,1,San Jose,3
707,"6665 Optimum Loop, San Jose, CA 95119",4,3.5,condos,1,San Jose,3
708,"3079 Elk Ridge Ct, San Jose, CA 95136",2,2,condos,1,San Jose,3
709,"4661 Albany Cir #149, San Jose, CA 95129",1,1,condos,1,San Jose,3
710,"199 Sunwood Meadows Pl, San Jose, CA 95119",2,2,condos,1,San Jose,3
711,"5766 Stealth Loop, San Jose, CA 95119",3,3.5,condos,1,San Jose,3
712,"88 E San Fernando St #303, San Jose, CA 95113",2,1.5,condos,1,San Jose,3
713,"247 N Capitol Ave #230, San Jose, CA 95127",1,1,condos,1,San Jose,3
714,"1060 S 3rd St #251, San Jose, CA 95112",1,1,condos,1,San Jose,3
715,"732 Northrup St #111, San Jose, CA 95126",2,2,condos,1,San Jose,3
716,"5395 Palm Grove Ct, San Jose, CA 95123",3,1.5,condos,1,San Jose,3
717,"1121 Sierra Madres Ter, San Jose, CA 95126",2,2.5,condos,1,San Jose,3
718,"350 N 2nd St #127, San Jose, CA 95112",2,2,condos,1,San Jose,3
719,"3061 Elk Ridge Ct, San Jose, CA 95136",2,2,condos,1,San Jose,3
720,"5498 Tyhurst Wkwy #2, San Jose, CA 95123",2,1,condos,1,San Jose,3
721,"38 N Almaden Blvd #1320, San Jose, CA 95110",2,2,condos,1,San Jose,3
722,"88 N Jackson Ave #127, San Jose, CA 95116",2,2,condos,1,San Jose,3
723,"1898 Meridian Ave #28, San Jose, CA 95125",2,2,condos,1,San Jose,3
724,"566 Elk Ridge Way, San Jose, CA 95136",2,2,condos,1,San Jose,3
725,"1445 Fruitdale Ave #226, San Jose, CA 95128",2,2,condos,1,San Jose,3
726,"1815 Snell Pl, Milpitas, CA 95035",3,2,condos,1,San Jose,3
727,"5468 Cribari Grn, San Jose, CA 95135",2,2,condos,1,San Jose,3
728,"5445 Silver Vista Way, San Jose, CA 95138",2,2,condos,1,San Jose,3
729,"1358 McKinley Ct, San Jose, CA 95126",3,2.5,condos,1,San Jose,3
730,"5700 Calmor Ave #4, San Jose, CA 95123",2,1,condos,1,San Jose,3
731,"2328 La Terrace Cir, San Jose, CA 95123",2,2,condos,1,San Jose,3
732,"4425 Norwalk Dr #2, San Jose, CA 95129",2,1.5,condos,1,San Jose,3
733,"3356 Petunia Ct Unit 304 / 68-06, San Jose, CA 95117",3,2,condos,1,San Jose,3
734,"3356 Petunia Ct Unit 301 / 66, San Jose, CA 95117",2,2,condos,1,San Jose,3
735,"3356 Petunia Ct Unit 302 / 63-06, San Jose, CA 95117",2,2,condos,1,San Jose,3
736,"284 Stonegate Cir, San Jose, CA 95110",1,1,condos,1,San Jose,3
737,"3207 Mallard Ct #401, San Jose, CA 95117",2,2,condos,1,San Jose,3
738,"7145 Rainbow Dr #4, San Jose, CA 95129",1,1,condos,1,San Jose,3
739,"5567 Judith St #1, San Jose, CA 95123",2,1,condos,1,San Jose,3
740,"125 Patterson #121, San Jose, CA 95112",0,1,condos,1,San Jose,3
741,"907 Apricot Ave Unit A, Campbell, CA 95008",2,2,condos,1,San Jose,3
742,"808 Lenzen Ave #109, San Jose, CA 95126",2,2.5,condos,1,San Jose,3
743,"35 Bassett St, San Jose, CA 95110",3,3,condos,1,San Jose,3
744,"539 Elk Ridge Way, San Jose, CA 95136",2,2,condos,1,San Jose,3
745,"6050 Montgomery Bnd, San Jose, CA 95135",2,2,condos,1,San Jose,3
746,"920 Lake Tahoe Ct, San Jose, CA 95123",2,2,condos,1,San Jose,3
747,"3177 Heather Ridge Dr, San Jose, CA 95136",2,2,condos,1,San Jose,3
748,"2881 Meridian Ave #247, San Jose, CA 95124",2,2,condos,1,San Jose,3
749,"350 Llano De Los Robles Ave #9, San Jose, CA 95136",3,2,condos,1,San Jose,3
750,"6716 Magnetic Loop, San Jose, CA 95119",2,2.5,condos,1,San Jose,3
751,"350 E Mission St #203, San Jose, CA 95112",1,1.5,condos,1,San Jose,3
752,"785 Warring Dr #4, San Jose, CA 95123",2,1,condos,1,San Jose,3
753,"536 Adeline Ave, San Jose, CA 95136",2,2.5,condos,1,San Jose,3
754,"125 Patterson St #206, San Jose, CA 95112",1,1,condos,1,San Jose,3
755,"5480 Tyhurst Walkway #1, San Jose, CA 95123",2,1,condos,1,San Jose,3
756,"3137 Heather Ridge Dr, San Jose, CA 95136",2,2,condos,1,San Jose,3
757,"1487 Tierra Buena Dr, San Jose, CA 95121",2,1.5,condos,1,San Jose,3
758,"888 Catkin Ct, San Jose, CA 95128",1,1,condos,1,San Jose,3
759,"88 Bush St #3207, San Jose, CA 95126",2,2,condos,1,San Jose,3
760,"2503 Easton Pl #40, San Jose, CA 95133",2,2,condos,1,San Jose,3
761,"333 Santana Row #208, San Jose, CA 95128",2,1.5,condos,1,San Jose,3
762,"2451 N Rainbow Blvd #2149, Las Vegas, NV 89108",1,1,condos,1,Las Vegas,3
763,"353 E Bonneville Ave #145, Las Vegas, NV 89101",2,2,condos,1,Las Vegas,3
764,"6512 Ironbark Ln, Las Vegas, NV 89107",2,2.5,condos,1,Las Vegas,3
765,"35 Agate Ave #405, Las Vegas, NV 89123",2,2,condos,1,Las Vegas,3
766,"3450 Erva St #252, Las Vegas, NV 89117",2,2,condos,1,Las Vegas,3
767,"10550 W Alexander Rd #2227, Las Vegas, NV 89129",2,2,condos,1,Las Vegas,3
768,"322 Karen Ave #2003, Las Vegas, NV 89109",1,1.5,condos,1,Las Vegas,3
769,"353 E Bonneville Ave #762, Las Vegas, NV 89101",1,2,condos,1,Las Vegas,3
770,"4575 Dean Martin Dr #601, Las Vegas, NV 89103",1,1,condos,1,Las Vegas,3
771,"7950 W Flamingo Rd #1096, Las Vegas, NV 89147",2,2,condos,1,Las Vegas,3
772,"8255 Las Vegas Blvd #1318, Las Vegas, NV 89123",2,2,condos,1,Las Vegas,3
773,"5260 Indian River Dr #247, Las Vegas, NV 89103",2,2,condos,1,Las Vegas,3
774,"1725 Pacific Breeze Dr, Las Vegas, NV 89144",2,2,condos,1,Las Vegas,3
775,"6170 E Sahara Ave #1063, Las Vegas, NV 89142",2,2,condos,1,Las Vegas,3
776,"4720 Obannon Dr Unit D, Las Vegas, NV 89102",2,2,condos,1,Las Vegas,3
777,"8725 W Flamingo Rd #139, Las Vegas, NV 89147",3,2.5,condos,1,Las Vegas,3
778,"7203 Mission Hills Dr, Las Vegas, NV 89113",2,2,condos,1,Las Vegas,3
779,"7123 S Durango Dr #206, Las Vegas, NV 89113",2,2,condos,1,Las Vegas,3
780,"3750 Las Vegas Blvd #4603, Las Vegas, NV 89158",3,3,condos,1,Las Vegas,3
781,"5062 S Rainbow Blvd #101, Las Vegas, NV 89118",2,2,condos,1,Las Vegas,3
782,"135 E Harmon Ave #2120, Las Vegas, NV 89109",1,2,condos,1,Las Vegas,3
783,"2750 S Durango Dr #1065, Las Vegas, NV 89117",3,2,condos,1,Las Vegas,3
784,"2300 E Silverado Ranch Blvd #2063, Las Vegas, NV 89183",1,1,condos,1,Las Vegas,3
785,"43 E Agate Ave #301, Las Vegas, NV 89123",1,1,condos,1,Las Vegas,3
786,"2116 Willowbury Dr Unit A, Las Vegas, NV 89108",2,2,condos,1,Las Vegas,3
787,"8410 Eldora Ave #2058, Las Vegas, NV 89117",2,2,condos,1,Las Vegas,3
788,"8070 W Russell Rd #1061, Las Vegas, NV 89113",1,1.5,condos,1,Las Vegas,3
789,"3109 Pinehurst Dr Unit D, Las Vegas, NV 89109",2,2,condos,1,Las Vegas,3
790,"2615 W Gary Ave #2090, Las Vegas, NV 89123",2,2,condos,1,Las Vegas,3
791,"2633 S Durango Dr #101, Las Vegas, NV 89117",3,2,condos,1,Las Vegas,3
792,"3750 S Las Vegas Blvd #2409, Las Vegas, NV 89158",1,1.5,condos,1,Las Vegas,3
793,"7200 Pirates Cove Rd #2074, Las Vegas, NV 89145",1,1,condos,1,Las Vegas,3
794,"3927 Starfield Ln, Las Vegas, NV 89147",3,2.5,condos,1,Las Vegas,3
795,"6868 Sky Pointe Dr #1115, Las Vegas, NV 89131",1,1,condos,1,Las Vegas,3
796,"4340 Sandy River Dr #79, Las Vegas, NV 89103",2,1,condos,1,Las Vegas,3
797,"71 E Agate Ave #303, Las Vegas, NV 89123",2,2,condos,1,Las Vegas,3
798,"2801 N Rainbow Blvd #205, Las Vegas, NV 89108",1,1,condos,1,Las Vegas,3
799,"2300 Silverado Ranch Blvd #1070, Las Vegas, NV 89183",1,1,condos,1,Las Vegas,3
800,"270 E Flamingo Rd #224, Las Vegas, NV 89169",2,2,condos,1,Las Vegas,3
801,"7952 Diamond Rock Way #102, Las Vegas, NV 89128",2,2,condos,1,Las Vegas,3
802,"10537 Gold Shadow Ave, Las Vegas, NV 89129",2,1,condos,1,Las Vegas,3
803,"1336 Huntdale Ln #101, Las Vegas, NV 89128",2,2,condos,1,Las Vegas,3
804,"10550 W Alexander Rd #2138, Las Vegas, NV 89129",2,2.5,condos,1,Las Vegas,3
805,"5261 Mission Carmel Ln #103, Las Vegas, NV 89107",2,2,condos,1,Las Vegas,3
806,"3400 Cabana Dr #2102, Las Vegas, NV 89122",2,2,condos,1,Las Vegas,3
807,"5251 Mission Carmel Ln #106, Las Vegas, NV 89107",2,2,condos,1,Las Vegas,3
808,"5650 E Sahara Ave #2030, Las Vegas, NV 89142",1,1.5,condos,1,Las Vegas,3
809,"2725 S Nellis Blvd #2019, Las Vegas, NV 89121",2,2,condos,1,Las Vegas,3
810,"1320 Red Gable Ln #102, Las Vegas, NV 89144",2,1,condos,1,Las Vegas,3
811,"1822 N Decatur Blvd #102, Las Vegas, NV 89108",2,2,condos,1,Las Vegas,3
812,"5330 Duralite St #103, Las Vegas, NV 89122",1,2,condos,1,Las Vegas,3
813,"417 N Lamb Blvd Unit A, Las Vegas, NV 89110",2,2,condos,1,Las Vegas,3
814,"135 E Harmon Ave #414, Las Vegas, NV 89109",1,2,condos,1,Las Vegas,3
815,"4575 Dean Martin Dr #1203, Las Vegas, NV 89103",2,2,condos,1,Las Vegas,3
816,"3047 Casey Dr #202, Las Vegas, NV 89120",2,2,condos,1,Las Vegas,3
817,"5125 W Reno Ave #1004, Las Vegas, NV 89118",2,2.5,condos,1,Las Vegas,3
818,"750 S Royal Crest Cir #354, Las Vegas, NV 89169",2,2,condos,1,Las Vegas,3
819,"7033 Knob Creek St #101, Las Vegas, NV 89149",2,2,condos,1,Las Vegas,3
820,"3750 Las Vegas Blvd #3509, Las Vegas, NV 89158",2,3,condos,1,Las Vegas,3
821,"3150 Soft Breezes Dr #2220, Las Vegas, NV 89128",2,2,condos,1,Las Vegas,3
822,"200 W Sahara Ave #3607, Las Vegas, NV 89102",2,2,condos,1,Las Vegas,3
823,"5543 Orchard Ln, Las Vegas, NV 89110",2,2,condos,1,Las Vegas,3
824,"6251 Milford Sound St, Las Vegas, NV 89148",3,1,condos,1,Las Vegas,3
825,"5420 Centurion Ct #202, Las Vegas, NV 89122",2,1,condos,1,Las Vegas,3
826,"3320 S Fort Apache Rd #209, Las Vegas, NV 89117",2,2,condos,1,Las Vegas,3
827,"125 E Harmon Ave #321, Las Vegas, NV 89109",1,2,condos,1,Las Vegas,3
828,"1455 E Katie Ave Unit D12, Las Vegas, NV 89119",2,1.5,condos,1,Las Vegas,3
829,"3539 Villa Knolls South Dr, Las Vegas, NV 89120",2,2,condos,1,Las Vegas,3
830,"1455 E Katie Ave Unit G27, Las Vegas, NV 89119",2,2,condos,1,Las Vegas,3
831,"350 E Desert Inn Rd Unit D108, Las Vegas, NV 89109",2,2,condos,1,Las Vegas,3
832,"3151 Soaring Gulls Dr #1192, Las Vegas, NV 89128",2,1.5,condos,1,Las Vegas,3
833,"353 E Bonneville Ave #1006, Las Vegas, NV 89101",2,1,condos,1,Las Vegas,3
834,"2200 S Fort Apache Rd #2108, Las Vegas, NV 89117",2,2.5,condos,1,Las Vegas,3
835,"1541 Linnbaker Ln #203, Las Vegas, NV 89110",1,1,condos,1,Las Vegas,3
836,"8600 W Charleston Blvd #1094, Las Vegas, NV 89117",2,1,condos,1,Las Vegas,3
837,"5650 E Sahara Ave #1052, Las Vegas, NV 89142",1,2,condos,1,Las Vegas,3
838,"850 N Sloan Ln #104, Las Vegas, NV 89110",2,1,condos,1,Las Vegas,3
839,"8805 Jeffreys St #2062, Las Vegas, NV 89123",2,1,condos,1,Las Vegas,3
840,"10245 S Maryland Pkwy #231, Las Vegas, NV 89183",2,2,condos,1,Las Vegas,3
841,"7300 Pirates Cove Rd #1033, Las Vegas, NV 89145",1,2,condos,1,Las Vegas,3
842,"2000 Fashion Show Dr Unit 3318 & 3319, Las Vegas, NV 89109",0,1,condos,1,Las Vegas,3
843,"3726 Las Vegas Blvd #2511, Las Vegas, NV 89158",0,2,condos,1,Las Vegas,3
844,"4575 Dean Martin Dr #3107, Las Vegas, NV 89103",3,2.5,condos,1,Las Vegas,3
845,"4955 Lindell Rd #209, Las Vegas, NV 89118",2,2,condos,1,Las Vegas,3
846,"11356 Belmont Lake Dr #104, Las Vegas, NV 89135",2,2,condos,1,Las Vegas,3
847,"5265 Caspian Springs Dr #203, Las Vegas, NV 89120",2,2,condos,1,Las Vegas,3
848,"277 Kyland Cove Ave, Las Vegas, NV 89123",3,1.5,condos,1,Las Vegas,3
849,"3089 Casey Dr #202, Las Vegas, NV 89120",3,2,condos,1,Las Vegas,3
850,"2769 Ferrin Rd Unit N/A, Las Vegas, NV 89117",3,1,condos,1,Las Vegas,3
851,"7241 Indian Creek Ln #203, Las Vegas, NV 89149",2,2,condos,1,Las Vegas,3
852,"714 Oakmont Ave #1108, Las Vegas, NV 89109",1,2,condos,1,Las Vegas,3
853,"9000 Las Vegas Blvd #1049, Las Vegas, NV 89123",1,2,condos,1,Las Vegas,3
854,"11290 Kraft Mountain Ave #101, Las Vegas, NV 89135",2,2,condos,1,Las Vegas,3
855,"3200 Cameron St Unit D, Las Vegas, NV 89102",2,2,condos,1,Las Vegas,3
856,"1711 Jupiter Ct Unit C, Las Vegas, NV 89119",2,2,condos,1,Las Vegas,3
857,"2675 Heritage Ct, Las Vegas, NV 89121",3,2.5,condos,1,Las Vegas,3
858,"11258 Essence Point Ave #211, Las Vegas, NV 89135",2,2,condos,1,Las Vegas,3
859,"8101 W Flamingo Rd #2057, Las Vegas, NV 89147",1,2,condos,1,Las Vegas,3
860,"2710 Yellow Blaze Way #3, Las Vegas, NV 89183",3,3,condos,1,Las Vegas,3
861,"578 Roxella Ln Unit C, Las Vegas, NV 89110",2,2,condos,1,Las Vegas,3
862,"2074 Cary Grant Ct, Las Vegas, NV 89142",2,2,condos,1,Las Vegas,3
863,"3425 E Russell Rd #228, Las Vegas, NV 89120",2,2,condos,1,Las Vegas,3
864,"3111 Bel Air Dr Unit 23F, Las Vegas, NV 89109",2,1,condos,1,Las Vegas,3
865,"4311 Gannet Cir #189, Las Vegas, NV 89103",1,1,condos,1,Las Vegas,3
866,"2200 S Fort Apache Rd #2120, Las Vegas, NV 89117",2,2,condos,1,Las Vegas,3
867,"5710 E Tropicana Ave #2112, Las Vegas, NV 89122",2,2,condos,1,Las Vegas,3
868,"353 E Bonneville Ave #475, Las Vegas, NV 89101",2,1.5,condos,1,Las Vegas,3
869,"5360 Golden Barrel Ave, Las Vegas, NV 89141",3,2,condos,1,Las Vegas,3
870,"1675 Jupiter Ct Unit C, Las Vegas, NV 89119",2,2,condos,2,Las Vegas,3
871,"5154 S Jones Blvd #208, Las Vegas, NV 89118",2,2,condos,2,Las Vegas,3
872,"150 N Las Vegas Blvd #2103, Las Vegas, NV 89101",2,1.5,condos,2,Las Vegas,3
873,"150 N Las Vegas Blvd #2302, Las Vegas, NV 89101",2,1,condos,2,Las Vegas,3
874,"808 Peachy Canyon Cir #202, Las Vegas, NV 89144",2,2.5,condos,2,Las Vegas,3
875,"5080 Indian River Dr #360, Las Vegas, NV 89103",2,1,condos,2,Las Vegas,3
876,"145 E Harmon Ave Unit 1120-1118, Las Vegas, NV 89109",1,1,condos,2,Las Vegas,3
877,"908 Duckhorn Ct #205, Las Vegas, NV 89144",2,2,condos,2,Las Vegas,3
878,"322 Karen Ave #202, Las Vegas, NV 89109",2,1,condos,2,Las Vegas,3
879,"7255 W Sunset Rd #2018, Las Vegas, NV 89113",1,1,condos,2,Las Vegas,3
880,"2838 Geary Pl #4002, Las Vegas, NV 89109",1,2,condos,2,Las Vegas,3
881,"2000 Fashion Show Dr #2922, Las Vegas, NV 89109",1,2,condos,2,Las Vegas,3
882,"412 Grosvenor Dr, Raleigh, NC 27615",4,3.5,condos,2,Raleigh,3
883,"651 Pine Ridge Pl #651, Raleigh, NC 27609",3,2,condos,2,Raleigh,3
884,"7406 Randshire Way, Raleigh, NC 27616",6,4,condos,2,Raleigh,3
885,"6220 Braidwood Ct, Raleigh, NC 27612",4,3.5,condos,2,Raleigh,3
886,"1213 Brookside Dr, Raleigh, NC 27604",3,1.5,condos,2,Raleigh,3
887,"1921 Carthage Cir, Raleigh, NC 27604",3,2,condos,2,Raleigh,3
888,"5908 Crepe Myrtle Ct, Raleigh, NC 27609",3,2,condos,2,Raleigh,3
889,"10651 Tarton Fields Cir, Raleigh, NC 27617",6,3,condos,2,Raleigh,3
890,"511 S Saunders St, Raleigh, NC 27603",1,1,condos,2,Raleigh,3
891,"4441 Moss Spring Dr, Raleigh, NC 27616",3,2,condos,2,Raleigh,3
892,"3635 Water Mist Ln, Raleigh, NC 27604",3,2.5,condos,2,Raleigh,3
893,"5500 Southern Cross Ave, Raleigh, NC 27606",4,2.5,condos,2,Raleigh,3
894,"8600 Colville Ct, Raleigh, NC 27617",3,2.5,condos,2,Raleigh,3
895,"1308 Hedgelawn Way, Raleigh, NC 27615",4,4.5,condos,2,Raleigh,3
896,"5935 Paducah Dr, Raleigh, NC 27610",3,2.5,condos,2,Raleigh,3
897,"1201 Shaw View Aly #201, Raleigh, NC 27601",3,2.5,condos,2,Raleigh,3
898,"318 Glen Valley Dr, Raleigh, NC 27609",4,3,condos,2,Raleigh,3
899,"8618 Red Canyon Way, Raleigh, NC 27616",3,2.5,condos,2,Raleigh,3
900,"2329 Big Sky Ln #5, Raleigh, NC 27615",4,3,condos,2,Raleigh,3
901,"4233 Timberwood Dr, Raleigh, NC 27612",2,2,condos,2,Raleigh,3
902,"2805 London Bridge Ct, Raleigh, NC 27613",3,2.5,condos,2,Raleigh,3
903,"701 Hardin Hill Ln Unit Landrum, Knightdale, NC 27545",5,3,condos,2,Raleigh,3
904,"729 Hardin Hill Ln Unit Mayflower, Knightdale, NC 27545",4,3,condos,2,Raleigh,3
905,"709 Hardin Hill Ln Unit Tryon, Knightdale, NC 27545",5,4,condos,2,Raleigh,3
906,"8221 Allyns Landing Way #204, Raleigh, NC 27615",2,2,condos,2,Raleigh,3
907,"4964 Caddis Bnd, Raleigh, NC 27604",3,2.5,condos,2,Raleigh,3
908,"6508 Camellia Creek Dr, Raleigh, NC 27603",4,4.5,condos,2,Raleigh,3
909,"6812 Hickory Dr, Raleigh, NC 27603",4,3,condos,2,Raleigh,3
910,"3828 Mason Bluff Dr Unit Tessa, Raleigh, NC 27616",5,4,condos,2,Raleigh,3
911,"704 Sunnybrook Rd, Raleigh, NC 27610",3,1.5,condos,2,Raleigh,3
912,"2413 Big Sky Ln, Raleigh, NC 27615",4,4,condos,2,Raleigh,3
913,"1619 Roanoke St, Raleigh, NC 27606",3,2,condos,2,Raleigh,3
914,"607 Calloway Dr, Raleigh, NC 27610",3,1,condos,2,Raleigh,3
915,"2909 Bethlehem Rd, Raleigh, NC 27610",3,2,condos,2,Raleigh,3
916,"2669 Pivot Ridge Dr, Raleigh, NC 27616",3,2,condos,2,Raleigh,3
917,"6405 Dry Fork Ln, Raleigh, NC 27617",5,3.5,condos,2,Raleigh,3
918,"7900 Berry Crest Ave, Raleigh, NC 27617",3,2.5,condos,2,Raleigh,3
919,"3742 Mason Bluff Dr Unit Leighton, Raleigh, NC 27616",5,3,condos,2,Raleigh,3
920,"5308 Montclair Dr, Raleigh, NC 27609",5,4.5,condos,2,Raleigh,3
921,"100 N Bloodworth St, Raleigh, NC 27601",4,2.5,condos,2,Raleigh,3
922,"2135 Clymer St, Philadelphia, PA 19146",2,1,condos,2,Philadelphia,3
923,"912 E Phil Ellena St, Philadelphia, PA 19150",3,3.5,condos,2,Philadelphia,3
